Position,Track Name,Artist,Streams,date,region,id
164,24K Magic,Bruno Mars,3892231,2017-08-25--2017-09-01,global,6b8Be6ljOzmkOmFslEb23P
165,Ahora Me Llama,KAROL G,3890277,2017-08-25--2017-09-01,global,61HHDBLqF3AmSvLfHKNGd2
166,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,3885632,2017-08-25--2017-09-01,global,1Sl3njkhhz8nrSPZroDQ82
167,Me Llamas (feat. Maluma) - Remix,Piso 21,3841179,2017-08-25--2017-09-01,global,5hEM0JchdVzQ5PwvSfITeX
168,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,3841114,2017-08-25--2017-09-01,global,2Vdub5mY4lad7w64bFPUez
169,Starving,Hailee Steinfeld,3793261,2017-08-25--2017-09-01,global,6875MeXyCW0wLyT72Eetmo
170,Reggaetón Lento (Bailemos),CNCO,3782063,2017-08-25--2017-09-01,global,3AEZUABDXNtecAOSC1qTfo
171,Why,Sabrina Carpenter,3769952,2017-08-25--2017-09-01,global,2jYmK1cb3Uya6FFsocdpzO
172,Báilame,Nacho,3744750,2017-08-25--2017-09-01,global,7lRsNbdOGykkMAgsqs4R1C
173,No Sleep Leak,Lil Uzi Vert,3729844,2017-08-25--2017-09-01,global,0QV16pno66L6K3fn4W13b7
174,Unforgettable,Thomas Rhett,3729272,2017-08-25--2017-09-01,global,0ZiRSqlSsDlY0UyDYU9CTE
175,Side To Side,Ariana Grande,3718264,2017-08-25--2017-09-01,global,4pLwZjInHj3SimIyN9SnOz
176,Ayala (Outro),XXXTENTACION,3706781,2017-08-25--2017-09-01,global,5xbrhx2tMMcN68IT3cJbhS
177,Rollin,Calvin Harris,3677809,2017-08-25--2017-09-01,global,0lMbuWUpfTWhEmOKxppEau
178,Two High,Moon Taxi,3651671,2017-08-25--2017-09-01,global,0Z9HQ8YvHqdeOjTwsR3cS7
179,Call On Me - Ryan Riback Extended Remix,Starley,3648753,2017-08-25--2017-09-01,global,78rIJddV4X0HkNAInEcYde
180,Dark Queen,Lil Uzi Vert,3635405,2017-08-25--2017-09-01,global,2ZdCrBA52bb4pIG3tOOZiQ
181,Bounce Back,Big Sean,3622898,2017-08-25--2017-09-01,global,0SGkqnVQo9KPytSri1H6cF
182,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,3606059,2017-08-25--2017-09-01,global,6JV2JOEocMgcZxYSZelKcc
183,Que Va,Alex Sensation,3556589,2017-08-25--2017-09-01,global,7ofxPmTNMj2GP07g1VZa0O
184,Love Yourself,Justin Bieber,3553323,2017-08-25--2017-09-01,global,3hB5DgAiMAQ4DzYbsMq1IT
185,Fake Love,Drake,3464813,2017-08-25--2017-09-01,global,343YBumqHu19cGoGARUTsd
186,You Don't Know Me - Radio Edit,Jax Jones,3436425,2017-08-25--2017-09-01,global,00lNx0OcTJrS3MKHcB80HY
187,In the Name of Love,Martin Garrix,3431044,2017-08-25--2017-09-01,global,04DwTuZ2VBdJCCC5TROn7L
188,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3409975,2017-08-25--2017-09-01,global,5Z01UMMf7V1o0MzF86s6WJ
189,Tuesday,Burak Yeter,3399057,2017-08-25--2017-09-01,global,7abpmGpF7PGep2rDU68GBR
190,Think Before I Talk,Astrid S,3387382,2017-08-25--2017-09-01,global,0Clb9aiXWa0dvVff5aN4VN
191,Happier,Ed Sheeran,3361800,2017-08-25--2017-09-01,global,2RttW7RAu5nOAfq6YFvApB
192,Go Flex,Post Malone,3353929,2017-08-25--2017-09-01,global,5yuShbu70mtHXY0yLzCQLQ
193,do re mi,blackbear,3331301,2017-08-25--2017-09-01,global,3Q3myFA7q4Op95DOpHplaY
194,Mercy,Shawn Mendes,3329902,2017-08-25--2017-09-01,global,4TZy1wLyHec06pwgFYDh1a
195,Feelings Mutual,Lil Uzi Vert,3323082,2017-08-25--2017-09-01,global,5Y3Tj0wJhKAaPbwWxXxZGS
196,T-Shirt,Migos,3307313,2017-08-25--2017-09-01,global,7KOlJ92bu51cltsD9KU5I7
197,No Complaints,Metro Boomin,3284972,2017-08-25--2017-09-01,global,6kig1UFggPUyZBCvXD3Wod
198,Cold Water (feat. Justin Bieber & MØ),Major Lazer,3280427,2017-08-25--2017-09-01,global,6DNtNfH8hXkqOX1sjqmI7p
199,Walk On Water,Thirty Seconds To Mars,3278983,2017-08-25--2017-09-01,global,4U9arGcc4ATa7shChhLQP0
200,The Explanation,XXXTENTACION,3275927,2017-08-25--2017-09-01,global,0VJYhKhrHgJ7fgjGaC2k07
1,Look What You Made Me Do,Taylor Swift,35206453,2017-09-01--2017-09-08,global,6uFsE1JgZ20EXyU0JQZbUR
2,Mi Gente,J Balvin,30264888,2017-09-01--2017-09-08,global,2rb5MvYT7ZIxbKW5hfcHx8
3,New Rules,Dua Lipa,24864297,2017-09-01--2017-09-08,global,2ekn2ttSfGqwhhate0LSR0
4,Friends (with BloodPop®),Justin Bieber,23215552,2017-09-01--2017-09-08,global,7nZmah2llfvLDiUjm0kiyz
5,Feels,Calvin Harris,21468609,2017-09-01--2017-09-08,global,5bcTCxgc7xVfSaMV3RuVke
6,Unforgettable,French Montana,21214189,2017-09-01--2017-09-08,global,3B54sVLJ402zGa6Xm4YGNe
7,Sorry Not Sorry,Demi Lovato,19545702,2017-09-01--2017-09-08,global,25C5CowdsfXld2jJanbiex
8,Havana,Camila Cabello,19138667,2017-09-01--2017-09-08,global,0ofbQMrRDsUaVKq2mGLEAb
9,Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,18911540,2017-09-01--2017-09-08,global,1OAh8uOEOvTDqkKFsKksCi
10,1-800-273-8255,Logic,18729025,2017-09-01--2017-09-08,global,5tz69p7tJuGPeMGwNTxYuV
11,Silence,Marshmello,18035809,2017-09-01--2017-09-08,global,7vGuf3Y35N4wmASOKLUVVU
12,Despacito - Remix,Luis Fonsi,17917160,2017-09-01--2017-09-08,global,5CtI0qwDJkDQGwXD1H1cLb
13,...Ready For It?,Taylor Swift,17583532,2017-09-01--2017-09-08,global,7zgqtptZvhf8GEmdsM2vp2
14,XO Tour Llif3,Lil Uzi Vert,17581085,2017-09-01--2017-09-08,global,7GX5flRQZVHRAGd6B4TmDO
15,Attention,Charlie Puth,17435402,2017-09-01--2017-09-08,global,4iLqG9SeJSnt0cSPICSjxv
16,Shape of You,Ed Sheeran,17124264,2017-09-01--2017-09-08,global,7qiZfU4dY1lWllzX7mPBI3
17,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,16363008,2017-09-01--2017-09-08,global,7F9vK8hNFMml4GtHsaXui6
18,Thunder,Imagine Dragons,16269574,2017-09-01--2017-09-08,global,0tKcYR2II1VCQWT79i5NrW
19,More Than You Know,Axwell /\ Ingrosso,16053633,2017-09-01--2017-09-08,global,3PEgB3fkiojxms35ntsTgs
20,2U (feat. Justin Bieber),David Guetta,15954728,2017-09-01--2017-09-08,global,3A7qX2QjDlPnazUsRk5y0M
21,Strip That Down,Liam Payne,15718898,2017-09-01--2017-09-08,global,6EpRaXYhGOB3fj4V2uDkMJ
22,Mama,Jonas Blue,15188739,2017-09-01--2017-09-08,global,0NiXXAI876aGImAd6rTj8w
23,Glorious (feat. Skylar Grey),Macklemore,14872065,2017-09-01--2017-09-08,global,3HVr6jTVwBHBa2flM0eURR
24,There's Nothing Holdin' Me Back,Shawn Mendes,14272314,2017-09-01--2017-09-08,global,79cuOz3SPQTuFrp8WgftAu
25,Without You (feat. Sandro Cavazza),Avicii,14265876,2017-09-01--2017-09-08,global,6WbADFqMvR8N5u0BvtsWQE
26,Jocelyn Flores,XXXTENTACION,14256608,2017-09-01--2017-09-08,global,7m9OqQk4RVRkw9JJdeAw96
27,Young Dumb & Broke,Khalid,14239169,2017-09-01--2017-09-08,global,5Z3GHaZ6ec9bsiI5BenrbY
28,Bank Account,21 Savage,13736196,2017-09-01--2017-09-08,global,5eqK0tbzUPo2SoeZsov04s
29,What Lovers Do (feat. SZA),Maroon 5,13652351,2017-09-01--2017-09-08,global,4mxWSdf71VFO52qFeY0fZt
30,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,13231298,2017-09-01--2017-09-08,global,3DXncPQOG4VBw3QHh3S817
31,Me Rehúso,Danny Ocean,13207961,2017-09-01--2017-09-08,global,6De0lHrwBfPfrhorm9q1Xl
32,I Like Me Better,Lauv,12611724,2017-09-01--2017-09-08,global,1wjzFQodRWrPcQ0AnYnvQ9
33,HUMBLE.,Kendrick Lamar,12491111,2017-09-01--2017-09-08,global,7KXjTSCq5nL1LoYtL7XAwS
34,Bodak Yellow,Cardi B,12451687,2017-09-01--2017-09-08,global,2771LMNxwf62FTAdpJMQfM
35,What About Us,P!nk,11996582,2017-09-01--2017-09-08,global,31MkGwj0SWgZaTvEt5Hgxv
36,Felices los 4,Maluma,11213382,2017-09-01--2017-09-08,global,0qYTZCo5Bwh1nsUFGZP3zn
37,Congratulations,Post Malone,10830374,2017-09-01--2017-09-08,global,3a1lNhkSLSkpJE4MSHpDu9
38,Your Song,Rita Ora,10735670,2017-09-01--2017-09-08,global,4c2W3VKsOFoIg2SFaO6DY5
39,Lonely Together (feat. Rita Ora),Avicii,10705326,2017-09-01--2017-09-08,global,2OALaHcDdKkjYEpAr0Qzab
40,Something Just Like This,The Chainsmokers,10386601,2017-09-01--2017-09-08,global,6RUKPb4LETWmmr3iAEQktW
41,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,10295813,2017-09-01--2017-09-08,global,6kex4EBAj0WHXDKZMEJaaF
42,Fuck Love (feat. Trippie Redd),XXXTENTACION,10173349,2017-09-01--2017-09-08,global,7AQim7LbvFVZJE3O8TYgf2
43,Slow Hands,Niall Horan,9986537,2017-09-01--2017-09-08,global,167NczpNbRF7oWakJaY3Hh
44,Despacito (Featuring Daddy Yankee),Luis Fonsi,9835914,2017-09-01--2017-09-08,global,4aWmUDTfIPGksMNLV2rQP2
45,Believer,Imagine Dragons,9764448,2017-09-01--2017-09-08,global,0CcQNd8CINkwQfe1RDtGV6
46,BUTTERFLY EFFECT,Travis Scott,9689762,2017-09-01--2017-09-08,global,1yxgsra98r3qAtxqiGZPiX
47,Bonita,J Balvin,9542575,2017-09-01--2017-09-08,global,693iqPOQvhI7PobtR8CC8v
48,Una Lady Como Tú,Manuel Turizo,9507534,2017-09-01--2017-09-08,global,7MHN1aCFtLXjownGhvEQlF
49,There for You,Martin Garrix,9444875,2017-09-01--2017-09-08,global,6jA8HL9i4QGzsj6fjoxp8Y
50,Rich Love (with Seeb),OneRepublic,9182028,2017-09-01--2017-09-08,global,7aF09WaavZAmAWuUeYxlYD
51,Escápate Conmigo,Wisin,8695873,2017-09-01--2017-09-08,global,2cnKEkpVUSV4wnjQiTWfH6
52,Fetish (feat. Gucci Mane),Selena Gomez,8656706,2017-09-01--2017-09-08,global,0XLOf9LhyazPX9Ld8jPiUq
53,Feel It Still,Portugal. The Man,8450531,2017-09-01--2017-09-08,global,6QgjcU0zLnzq5OrUoSZ3OK
54,Mayores,Becky G,7983127,2017-09-01--2017-09-08,global,7JNh1cfm0eXjqFVOzKLyau
55,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,7891546,2017-09-01--2017-09-08,global,1NDxZ7cFAo481dtYWdrUnR
56,Location,Khalid,7862008,2017-09-01--2017-09-08,global,152lZdxL1OR0ZMW6KquMif
57,Symphony (feat. Zara Larsson),Clean Bandit,7492906,2017-09-01--2017-09-08,global,1x5sYLZiu9r5E43kMlt9f8
58,Questions,Chris Brown,7471959,2017-09-01--2017-09-08,global,5XQMr19TL7Mfksq9zihbOu
59,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,7383655,2017-09-01--2017-09-08,global,3Ytr1SUCUi6J3L9dRFx5iH
60,Praying,Kesha,7196382,2017-09-01--2017-09-08,global,0jdny0dhgjUwoIp5GkqEaA
61,Everybody Dies In Their Nightmares,XXXTENTACION,7167018,2017-09-01--2017-09-08,global,3GVkPk8mqxz0itaAriG1L7
62,Would You Ever,Skrillex,7066537,2017-09-01--2017-09-08,global,57p8CBvPOxrvyCbn6ttl5r
63,Ahora Dice,Chris Jeday,7041209,2017-09-01--2017-09-08,global,22eADXu8DfOAUEDw4vU8qy
64,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,6940416,2017-09-01--2017-09-08,global,2eAZfqOm4EnOF9VvN50Tyc
65,That's What I Like,Bruno Mars,6939741,2017-09-01--2017-09-08,global,0KKkJNfGyhkQ5aFogxQAPU
66,No Promises (feat. Demi Lovato),Cheat Codes,6937445,2017-09-01--2017-09-08,global,1louJpMmzEicAn7lzDalPW
67,Stay (with Alessia Cara),Zedd,6861384,2017-09-01--2017-09-08,global,0dA2Mk56wEzDgegdC6R17g
68,Robarte un Beso,Carlos Vives,6803032,2017-09-01--2017-09-08,global,4z3GJkrtH97Bj6fRta983T
69,Reggaetón Lento (Remix),CNCO,6602123,2017-09-01--2017-09-08,global,3zoYkqS4y2BsGVShPL2nTE
70,It Ain't Me (with Selena Gomez),Kygo,6527957,2017-09-01--2017-09-08,global,3eR23VReFzcdmS7TYCrhCe
71,Redbone,Childish Gambino,6504426,2017-09-01--2017-09-08,global,3kxfsdsCpFgN412fpnW85Y
72,goosebumps,Travis Scott,6441038,2017-09-01--2017-09-08,global,6gBFPUFcJLzWGx4lenP6h2
73,Love Galore (feat. Travis Scott),SZA,6402678,2017-09-01--2017-09-08,global,0q75NwOoFiARAVp4EXU4Bs
74,Mask Off,Future,6338481,2017-09-01--2017-09-08,global,3rOSwuTsUlJp0Pu0MkN8r8
75,Instruction (feat. Demi Lovato & Stefflon Don),Jax Jones,6330917,2017-09-01--2017-09-08,global,0XfOi87h82i09rQjWYG0Bm
76,Tú Foto,Ozuna,6323933,2017-09-01--2017-09-08,global,5zSOVwaY3sVjnmLhuEfsuf
77,I Get The Bag (feat. Migos),Gucci Mane,6298698,2017-09-01--2017-09-08,global,1HTtUBEY3tuw2btgwwI2Ja
78,Galway Girl,Ed Sheeran,6257432,2017-09-01--2017-09-08,global,0afhq8XCExXpqazXczTSve
79,Krippy Kush,Farruko,6214391,2017-09-01--2017-09-08,global,3rgjBiAMVGnxmsTDmUy8vb
80,Say You Won't Let Go,James Arthur,6213887,2017-09-01--2017-09-08,global,5uCax9HTNlzGybIStD3vDh
81,Hey DJ,CNCO,5997823,2017-09-01--2017-09-08,global,209gZgcfLq2aUuu51vOWBl
82,If I'm Lucky,Jason Derulo,5984377,2017-09-01--2017-09-08,global,6eUncuJutsFi9BGO1JaBHh
83,OMG,Camila Cabello,5983334,2017-09-01--2017-09-08,global,4xBjsLUSjcx2h7PcRikpQp
84,Báilame - Remix,Nacho,5941527,2017-09-01--2017-09-08,global,3VClLWqNn80Llv0PJOsKgr
85,DNA.,Kendrick Lamar,5932890,2017-09-01--2017-09-08,global,6HZILIRieu8S0iqY8kIKhj
86,Magnolia,Playboi Carti,5829618,2017-09-01--2017-09-08,global,1e1JKLEDKP7hEQzJfNAgPl
87,OK - Spotify Version,Robin Schulz,5772913,2017-09-01--2017-09-08,global,3bWAqKDWg6u1davspr5IkS
88,Get Low (with Liam Payne),Zedd,5728177,2017-09-01--2017-09-08,global,1CKd1PnqfYx0H12V9MSaIY
89,Signs,Drake,5702344,2017-09-01--2017-09-08,global,5EnYT6F7wEcdege6mDHEfO
90,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,5683921,2017-09-01--2017-09-08,global,6SwRhMLwNqEi6alNPVG00n
91,Issues,Julia Michaels,5584613,2017-09-01--2017-09-08,global,0xG0SHshCStMEyNbNC5d4k
92,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,5570290,2017-09-01--2017-09-08,global,3NdDpSvN911VPGivFlV5d0
93,Closer,The Chainsmokers,5558826,2017-09-01--2017-09-08,global,7BKLCZ1jbUBVqRi2FVlTVw
94,Slide,Calvin Harris,5420463,2017-09-01--2017-09-08,global,7tr2za8SQg2CI8EDgrdtNl
95,Roll In Peace (feat. XXXTENTACION),Kodak Black,5399787,2017-09-01--2017-09-08,global,40oKW22ZNNkEdZLJTScaQI
96,Crying in the Club,Camila Cabello,5327006,2017-09-01--2017-09-08,global,1SJtlNRJDeYHioymcvsqev
97,Swish Swish,Katy Perry,5264884,2017-09-01--2017-09-08,global,2kVHAQKVtczchKctctzbtK
98,Rake It Up,Yo Gotti,5207912,2017-09-01--2017-09-08,global,6c7D34787LOtPm8tzhsLgH
99,Revenge,XXXTENTACION,5172888,2017-09-01--2017-09-08,global,5TXDeTFVRVY7Cvt0Dw4vWW
100,Bad Liar,Selena Gomez,5160121,2017-09-01--2017-09-08,global,1sCxVKWImDZSZKvG0U9B23
101,Most Girls,Hailee Steinfeld,5093642,2017-09-01--2017-09-08,global,2mfUa8bLs2s5N4VaqJZ4lZ
102,Down,Fifth Harmony,5086767,2017-09-01--2017-09-08,global,20H2Hd5AkUcRjB4yL3UQtJ
103,Passionfruit,Drake,5079626,2017-09-01--2017-09-08,global,7hDc8b7IXETo14hHIHdnhd
104,Perfect,Ed Sheeran,5043152,2017-09-01--2017-09-08,global,0tgVpDi06FyKpA1z0VMD4v
105,Malibu,Miley Cyrus,5042470,2017-09-01--2017-09-08,global,2habSXqcJGExM6JJyskY7O
106,Bella y Sensual,Romeo Santos,4985674,2017-09-01--2017-09-08,global,0ERbK7qVqveCaBWIiYCrl3
107,Starboy,The Weeknd,4940105,2017-09-01--2017-09-08,global,5aAx2yezTd8zXrkmtKl66Z
108,Slippery (feat. Gucci Mane),Migos,4915963,2017-09-01--2017-09-08,global,6p8NuHm8uCGnn2Dtbtf7zE
109,La Rompe Corazones,Daddy Yankee,4862841,2017-09-01--2017-09-08,global,4okba5wu9mMLXx79DXLKi3
110,It's A Vibe,2 Chainz,4846845,2017-09-01--2017-09-08,global,6H0AwSQ20mo62jGlPGB8S6
111,Photograph,Ed Sheeran,4819058,2017-09-01--2017-09-08,global,6fxVffaTuwjgEk5h9QyRjy
112,One Dance,Drake,4757646,2017-09-01--2017-09-08,global,1xznGGDReH1oQq0xzbwXa3
113,El Farsante,Ozuna,4696873,2017-09-01--2017-09-08,global,5EId1m4DNwTf3at31w8bPJ
114,Me Enamoré,Shakira,4660153,2017-09-01--2017-09-08,global,4qknM1pQz53QOyfDVTjcM9
115,Se Preparó,Ozuna,4630735,2017-09-01--2017-09-08,global,1m69ELEgE6k5ZWsap40ozt
116,I Feel It Coming,The Weeknd,4601226,2017-09-01--2017-09-08,global,5GXAXm5YOmYT0kL5jHvYBt
117,Body Like A Back Road,Sam Hunt,4582367,2017-09-01--2017-09-08,global,7mldq42yDuxiUNn08nvzHO
118,Scared to Be Lonely,Martin Garrix,4562548,2017-09-01--2017-09-08,global,3ebXMykcMXOcLeJ9xZ17XH
119,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,4531559,2017-09-01--2017-09-08,global,5knuzwU65gJK7IF5yJsuaW
120,SUBEME LA RADIO,Enrique Iglesias,4451074,2017-09-01--2017-09-08,global,7nKBxz47S9SD79N086fuhn
121,Que Va,Alex Sensation,4437415,2017-09-01--2017-09-08,global,7ofxPmTNMj2GP07g1VZa0O
122,Came Here for Love,Sigala,4421974,2017-09-01--2017-09-08,global,3kGfazcbVvVkuZunzlLgTD
123,Super Far,LANY,4397867,2017-09-01--2017-09-08,global,74ODGXs4byLTRdnKGM4s6E
124,Sign of the Times,Harry Styles,4392903,2017-09-01--2017-09-08,global,5Ohxk2dO5COHF1krpoPigN
125,El Amante,Nicky Jam,4376760,2017-09-01--2017-09-08,global,3umS4y3uQDkqekNjVpiRUs
126,Otra vez (feat. J Balvin),Zion & Lennox,4322950,2017-09-01--2017-09-08,global,3QwBODjSEzelZyVjxPOHdq
127,Sigo Extrañándote,J Balvin,4306169,2017-09-01--2017-09-08,global,6qDF4wWL49CAVbgT7yuHl8
128,Solo Dance,Martin Jensen,4297799,2017-09-01--2017-09-08,global,6HUnnBwYZqcED1eQztxMBN
129,Sauce It Up,Lil Uzi Vert,4267903,2017-09-01--2017-09-08,global,1uL78kFWxhz3umTMWJu8n5
130,Now Or Never,Halsey,4266895,2017-09-01--2017-09-08,global,7i2DJ88J7jQ8K7zqFX2fW8
131,LOVE. FEAT. ZACARI.,Kendrick Lamar,4245373,2017-09-01--2017-09-08,global,6PGoSes0D9eUDeeAafB2As
132,Sua cara (feat. Anitta & Pabllo Vittar),Major Lazer,4221121,2017-09-01--2017-09-08,global,3ibRxEv4KkcU9e259eyNJA
133,Castle on the Hill,Ed Sheeran,4207295,2017-09-01--2017-09-08,global,6PCUP3dWmTjcTtXY02oFdT
134,Depression & Obsession,XXXTENTACION,4188233,2017-09-01--2017-09-08,global,2H3wWrnO758y0fPH7Ilerg
135,X,Lil Uzi Vert,4178369,2017-09-01--2017-09-08,global,5tRmoZRoupvMYPV1oezFrH
136,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel AA,4155934,2017-09-01--2017-09-08,global,5q2JbCNi4FcnglgPfxcV65
137,iSpy (feat. Lil Yachty),KYLE,4152701,2017-09-01--2017-09-08,global,2EEeOnHehOozLq4aS0n6SL
138,Look At Me!,XXXTENTACION,4139852,2017-09-01--2017-09-08,global,4ARPvK8DHLwt4oX65ZAFMw
139,Summer Air,ItaloBrothers,4112222,2017-09-01--2017-09-08,global,3GPI7hYiqD6enLRobhkBm8
140,Loco Enamorado,Abraham Mateo,4101269,2017-09-01--2017-09-08,global,4N1c5rmWOzRmB9SMacr5wB
141,Si Tú La Ves (feat. Wisin),Nicky Jam,4100970,2017-09-01--2017-09-08,global,4yN6xPLopmTLvc27pO9LIE
142,Thinking out Loud,Ed Sheeran,4090618,2017-09-01--2017-09-08,global,1Slwb6dOYkBlWal1PGtnNg
143,do re mi (feat. Gucci Mane),blackbear,4080708,2017-09-01--2017-09-08,global,53mrVsi49rLHIaKBiSvElG
144,Ahora Me Llama,KAROL G,4018696,2017-09-01--2017-09-08,global,61HHDBLqF3AmSvLfHKNGd2
145,First Time,Kygo,4011232,2017-09-01--2017-09-08,global,2Gl0FzuLxflY6nPifJp5Dr
146,Paris,The Chainsmokers,3989577,2017-09-01--2017-09-08,global,72jbDTw1piOOj770jWNeaG
147,Carry On,XXXTENTACION,3972666,2017-09-01--2017-09-08,global,2yZax79pOrYuyIFVW2cZY2
148,Perplexing Pegasus,Rae Sremmurd,3971215,2017-09-01--2017-09-08,global,2nYwV62UABTH0NanrwVIdQ
149,Chantaje (feat. Maluma),Shakira,3971057,2017-09-01--2017-09-08,global,6mICuAdrwEjh6Y6lroV2Kg
150,Bad and Boujee (feat. Lil Uzi Vert),Migos,3926386,2017-09-01--2017-09-08,global,4Km5HrUvYTaSUfiSGPJeQR
151,We Don't Talk Anymore,Charlie Puth,3913621,2017-09-01--2017-09-08,global,68EMU2RD1ECNeOeJ5qAXCV
152,Let Me Love You,DJ Snake,3876817,2017-09-01--2017-09-08,global,4pdPtRcBmOSQDlJ3Fk945m
153,Don't Let Me Down,The Chainsmokers,3875468,2017-09-01--2017-09-08,global,0QsvXIfqM0zZoerQfsI9lm
154,Besándote,Piso 21,3872988,2017-09-01--2017-09-08,global,13X0XdLMOdtbXVtAj2ox4h
155,Treat You Better,Shawn Mendes,3849270,2017-09-01--2017-09-08,global,4Hf7WnR761jpxPr5D46Bcd
156,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,3827822,2017-09-01--2017-09-08,global,1Sl3njkhhz8nrSPZroDQ82
157,Me Llamas (feat. Maluma) - Remix,Piso 21,3820782,2017-09-01--2017-09-08,global,5hEM0JchdVzQ5PwvSfITeX
158,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3809155,2017-09-01--2017-09-08,global,6Q2FftbUG530lCtBI74bMH
159,Rain,The Script,3801890,2017-09-01--2017-09-08,global,2QWP8NYYplOqEFBYGCcq0S
160,Starving,Hailee Steinfeld,3765932,2017-09-01--2017-09-08,global,6875MeXyCW0wLyT72Eetmo
161,Save Me,XXXTENTACION,3702129,2017-09-01--2017-09-08,global,2UwbhMie1EAYuTZ0QXeMwl
162,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,3683581,2017-09-01--2017-09-08,global,2Vdub5mY4lad7w64bFPUez
163,444+222,Lil Uzi Vert,3679297,2017-09-01--2017-09-08,global,1QgTBfRN5m81a5K01qens6
164,Why,Sabrina Carpenter,3636653,2017-09-01--2017-09-08,global,2jYmK1cb3Uya6FFsocdpzO
165,24K Magic,Bruno Mars,3583707,2017-09-01--2017-09-08,global,6b8Be6ljOzmkOmFslEb23P
166,Marmalade (feat. Lil Yachty),Macklemore,3581680,2017-09-01--2017-09-08,global,0RYXEibxMami3QuT8kn4Iz
167,Call On Me - Ryan Riback Extended Remix,Starley,3570931,2017-09-01--2017-09-08,global,78rIJddV4X0HkNAInEcYde
168,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,3535369,2017-09-01--2017-09-08,global,6JV2JOEocMgcZxYSZelKcc
169,Unforgettable,Thomas Rhett,3504100,2017-09-01--2017-09-08,global,0ZiRSqlSsDlY0UyDYU9CTE
170,Go Flex,Post Malone,3482706,2017-09-01--2017-09-08,global,5yuShbu70mtHXY0yLzCQLQ
171,Fake Love,Drake,3476836,2017-09-01--2017-09-08,global,343YBumqHu19cGoGARUTsd
172,Side To Side,Ariana Grande,3466313,2017-09-01--2017-09-08,global,4pLwZjInHj3SimIyN9SnOz
173,Bounce Back,Big Sean,3459882,2017-09-01--2017-09-08,global,0SGkqnVQo9KPytSri1H6cF
174,Báilame,Nacho,3450337,2017-09-01--2017-09-08,global,7lRsNbdOGykkMAgsqs4R1C
175,The Race,Tay-K,3434002,2017-09-01--2017-09-08,global,5RCfvwDewu6p2x1mEI6smX
176,Love Yourself,Justin Bieber,3429163,2017-09-01--2017-09-08,global,3hB5DgAiMAQ4DzYbsMq1IT
177,Happier,Ed Sheeran,3405679,2017-09-01--2017-09-08,global,2RttW7RAu5nOAfq6YFvApB
178,Think Before I Talk,Astrid S,3403038,2017-09-01--2017-09-08,global,0Clb9aiXWa0dvVff5aN4VN
179,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,3400030,2017-09-01--2017-09-08,global,5Z01UMMf7V1o0MzF86s6WJ
180,In the Name of Love,Martin Garrix,3387701,2017-09-01--2017-09-08,global,04DwTuZ2VBdJCCC5TROn7L
181,Reggaetón Lento (Bailemos),CNCO,3353781,2017-09-01--2017-09-08,global,3AEZUABDXNtecAOSC1qTfo
182,Rollin,Calvin Harris,3353542,2017-09-01--2017-09-08,global,0lMbuWUpfTWhEmOKxppEau
183,White Iverson,Post Malone,3292535,2017-09-01--2017-09-08,global,6eT7xZZlB2mwyzJ2sUKG6w
184,Mercy,Shawn Mendes,3273453,2017-09-01--2017-09-08,global,4TZy1wLyHec06pwgFYDh1a
185,You Don't Know Me - Radio Edit,Jax Jones,3264703,2017-09-01--2017-09-08,global,00lNx0OcTJrS3MKHcB80HY
186,No Complaints,Metro Boomin,3260284,2017-09-01--2017-09-08,global,6kig1UFggPUyZBCvXD3Wod
187,T-Shirt,Migos,3229755,2017-09-01--2017-09-08,global,7KOlJ92bu51cltsD9KU5I7
188,Cold Water (feat. Justin Bieber & MØ),Major Lazer,3193225,2017-09-01--2017-09-08,global,6DNtNfH8hXkqOX1sjqmI7p
189,The Night We Met,Lord Huron,3190717,2017-09-01--2017-09-08,global,6mORGLOz79w6VsCRLWYYuK
